userName,review,at,rating,date,bank,source
hailu ayalew,i can't take screenshot,2025-04-18 08:59:02,1,2025-04-18,CBE,Google Play
Saymen_beatz,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",2025-04-18 08:22:05,3,2025-04-18,CBE,Google Play
Abel Leul,perfectly special,2025-04-18 06:54:09,5,2025-04-18,CBE,Google Play
Tsegaye Tadesse,Fast and Reliable,2025-04-18 05:32:31,5,2025-04-18,CBE,Google Play
Negede Moges,good,2025-04-17 18:23:35,5,2025-04-17,CBE,Google Play
Dawit Aweke,The best application I have ever seen in Ethiopia banking industry.,2025-04-17 15:58:17,5,2025-04-17,CBE,Google Play
Mikiyas Abay,great app!!!,2025-04-17 07:12:46,5,2025-04-17,CBE,Google Play
saba Saeed,because sometimes it doesn't working it load too much,2025-04-17 06:01:39,3,2025-04-17,CBE,Google Play
tesfaye abera,"Absolutely the best app! It works flawlessly, anytime and anywhere.",2025-04-17 01:08:27,5,2025-04-17,CBE,Google Play
Shimeles Dejene,ok,2025-04-16 16:36:58,3,2025-04-16,CBE,Google Play
Megabi Adane,very nice app ever!!!,2025-04-16 15:40:04,5,2025-04-16,CBE,Google Play
Kedir Mohammed,the best app,2025-04-16 15:25:00,5,2025-04-16,CBE,Google Play
ቅኔ ቲዩብ,Biometric security for mobile banking is not available,2025-04-16 05:57:55,5,2025-04-16,CBE,Google Play
Fikrte,great,2025-04-15 17:17:23,5,2025-04-15,CBE,Google Play
Masresha Agzie,Nice service,2025-04-15 16:05:24,5,2025-04-15,CBE,Google Play
Nigus Teshome,great app,2025-04-15 15:53:26,5,2025-04-15,CBE,Google Play
Dejish Tadiye,it's special apps,2025-04-15 08:31:03,5,2025-04-15,CBE,Google Play
Agumas Adugnaw,"In the updated version of the app, it takes more time to download the receipt.",2025-04-15 05:09:02,3,2025-04-15,CBE,Google Play
Awel Murid,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,2025-04-14 20:37:05,3,2025-04-14,CBE,Google Play
Addisu Kassa,Good 🔥,2025-04-14 15:29:53,5,2025-04-14,CBE,Google Play
fitsume tesfaye,very interesting app i am using every day fantastic,2025-04-14 11:12:07,5,2025-04-14,CBE,Google Play
Abdulaziiz Ibroosh,lebaa bank,2025-04-14 10:48:30,5,2025-04-14,CBE,Google Play
Addis Tadesse,Can't scan/recognize other banks' Interoperable QR Codes,2025-04-13 20:48:47,1,2025-04-13,CBE,Google Play
Sudu Nademo,OK,2025-04-13 16:28:45,5,2025-04-13,CBE,Google Play
Kader British,grateful app,2025-04-13 12:33:17,5,2025-04-13,CBE,Google Play
Diriba Dinkisa,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2025-04-13 11:00:29,5,2025-04-13,CBE,Google Play
Metages,everthing wellbeok,2025-04-13 07:20:40,3,2025-04-13,CBE,Google Play
Dawud Mohammed,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",2025-04-12 21:37:04,4,2025-04-12,CBE,Google Play
Nigisti Gkirstos,nice app 👌,2025-04-12 19:44:46,5,2025-04-12,CBE,Google Play
K Sani,why did this app is not screenshot,2025-04-12 18:57:56,5,2025-04-12,CBE,Google Play
ጥልፍ Design,it so good app,2025-04-12 18:42:12,5,2025-04-12,CBE,Google Play
gashaw asmamaw,the best app,2025-04-12 06:53:03,3,2025-04-12,CBE,Google Play
محمد ابن الشيخ عبدالله,جميل,2025-04-11 14:47:43,5,2025-04-11,CBE,Google Play
Etete Abush,"less network, specially to make fee for utility purpose",2025-04-11 12:04:22,1,2025-04-11,CBE,Google Play
Lemi Duguma Fufa,nice,2025-04-11 10:53:40,5,2025-04-11,CBE,Google Play
Mesebo Press,simply for used,2025-04-10 22:44:02,4,2025-04-10,CBE,Google Play
Yahyaa Husein,wow keep up,2025-04-10 16:52:15,5,2025-04-10,CBE,Google Play
ahmed omer,its great app but when updating we can't take screen shot please try to fix it,2025-04-10 16:18:15,3,2025-04-10,CBE,Google Play
Jules Nzayisenga,good one,2025-04-10 14:48:30,5,2025-04-10,CBE,Google Play
Fittu Welu,best app.,2025-04-10 14:25:11,5,2025-04-10,CBE,Google Play
Binyam Mulgeta,everything is easy thank you cebe,2025-04-10 11:03:46,5,2025-04-10,CBE,Google Play
Esubalew Girma Moges,ፈጣን ቀልጣፋ,2025-04-10 07:23:27,5,2025-04-10,CBE,Google Play
Eja Leta,good,2025-04-10 05:35:36,5,2025-04-10,CBE,Google Play
ABDULHAKIM ABRAHIM,ok,2025-04-09 21:09:52,5,2025-04-09,CBE,Google Play
misganaw tesfaye,ጎበዝ,2025-04-09 19:39:46,5,2025-04-09,CBE,Google Play
Hirbo Hiddo,good app,2025-04-09 14:44:25,5,2025-04-09,CBE,Google Play
Murad Mohammed,but this app says can't sync,2025-04-09 14:09:47,5,2025-04-09,CBE,Google Play
Yenus Adem,waw,2025-04-09 12:59:48,5,2025-04-09,CBE,Google Play
Biruktawity yitayew,to slow,2025-04-09 11:32:30,3,2025-04-09,CBE,Google Play
Johny Gech,work on screen shot system,2025-04-08 17:15:30,4,2025-04-08,CBE,Google Play
Bedru Kemal,very very nice aplication,2025-04-08 15:14:50,1,2025-04-08,CBE,Google Play
Binyam Yohannes,Good,2025-04-08 14:28:38,5,2025-04-08,CBE,Google Play
abdulmejid akmel,wonder full and it is easy to use,2025-04-08 12:41:25,5,2025-04-08,CBE,Google Play
abebaw alamirew,easy and reliable,2025-04-08 10:16:22,2,2025-04-08,CBE,Google Play
Adisu Debebe,good,2025-04-08 05:59:33,5,2025-04-08,CBE,Google Play
Shoisa Tadele,it is Very Useful app 👍,2025-04-07 18:32:32,5,2025-04-07,CBE,Google Play
Bereket Gebrekidan,very good,2025-04-07 15:44:24,5,2025-04-07,CBE,Google Play
Amdihun Adem,perfect app,2025-04-07 14:43:42,5,2025-04-07,CBE,Google Play
Wubie Demessie,I like it.,2025-04-07 12:58:32,5,2025-04-07,CBE,Google Play
Junedi Jo,bugs,2025-04-07 05:41:28,3,2025-04-07,CBE,Google Play
murad shumbasha,commerial Bank,2025-04-06 20:24:32,5,2025-04-06,CBE,Google Play
Ganii Ek,Genat biru,2025-04-06 19:00:01,2,2025-04-06,CBE,Google Play
Yadeta Emiru,🙏,2025-04-06 18:36:20,5,2025-04-06,CBE,Google Play
azeb berhe,it is good but it doesn't allow screen shot,2025-04-06 17:41:11,4,2025-04-06,CBE,Google Play
Gesese Geze,the best one,2025-04-06 15:47:53,5,2025-04-06,CBE,Google Play
Aynet Mail,You need to copy many things from other bank apps like Amole(Dashen),2025-04-06 07:41:10,2,2025-04-06,CBE,Google Play
Euyel Tola,bring back the screenshot feature.,2025-04-05 17:17:01,1,2025-04-05,CBE,Google Play
Ethio youtube,Good!👍,2025-04-05 13:51:40,3,2025-04-05,CBE,Google Play
meharu Petros,best app to experience him that to smooth transaction among the customers,2025-04-05 11:33:24,1,2025-04-05,CBE,Google Play
Tsion Pdn,good,2025-04-05 06:34:22,5,2025-04-05,CBE,Google Play
ዳሎቻ ቲዩብ Daloch tube,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,2025-04-05 02:18:52,4,2025-04-05,CBE,Google Play
Melisew Alemnew,easy to use,2025-04-05 01:27:33,5,2025-04-05,CBE,Google Play
Ameha Admasu,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",2025-04-04 19:18:47,5,2025-04-04,CBE,Google Play
Simon Minda,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,2025-04-04 14:18:55,5,2025-04-04,CBE,Google Play
Brooh,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,2025-04-04 10:50:52,3,2025-04-04,CBE,Google Play
Feben Zewdu,cool ❤,2025-04-04 10:32:01,4,2025-04-04,CBE,Google Play
Kadiir Alamuu,Best app,2025-04-04 02:31:48,5,2025-04-04,CBE,Google Play
HOPE JHON,great app,2025-04-03 17:30:39,5,2025-04-03,CBE,Google Play
Am Ar,best banking App,2025-04-03 17:27:17,4,2025-04-03,CBE,Google Play
Nathan Getachew,satisfied,2025-04-03 15:09:34,5,2025-04-03,CBE,Google Play
Telila Dadi,this app is very necessary app many people found it,2025-04-03 14:03:33,5,2025-04-03,CBE,Google Play
Muhammed Adem,cbe very active Bank I'm using CBE app very very satisfaction,2025-04-03 13:04:21,5,2025-04-03,CBE,Google Play
Soc B,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,2025-04-03 09:42:41,5,2025-04-03,CBE,Google Play
John,excellent,2025-04-03 05:53:46,5,2025-04-03,CBE,Google Play
MOHAMMED KUBI ZINABU,perfect,2025-04-02 23:17:01,5,2025-04-02,CBE,Google Play
Bizuayehu Tadesse,thankyou,2025-04-02 18:36:00,5,2025-04-02,CBE,Google Play
Ethiopia Love,I Like it,2025-04-02 18:09:13,5,2025-04-02,CBE,Google Play
Abdurehman Ali,ok,2025-04-02 17:08:03,5,2025-04-02,CBE,Google Play
Josiah,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",2025-04-02 13:13:34,1,2025-04-02,CBE,Google Play
Jibrel Adem Usman,smart app,2025-04-02 11:29:55,5,2025-04-02,CBE,Google Play
Abdul hamiid,isin ga'a,2025-04-02 09:00:12,2,2025-04-02,CBE,Google Play
Teddin Teddy,easy to use,2025-04-02 04:37:27,5,2025-04-02,CBE,Google Play
Huzeyif Hussen,it's great,2025-04-02 01:19:30,5,2025-04-02,CBE,Google Play
aman kore,very good app and stars faction with work,2025-04-01 22:37:43,5,2025-04-01,CBE,Google Play
Desalegn Yemer,It is excelent,2025-04-01 20:45:32,5,2025-04-01,CBE,Google Play
Derejaw M,Smart,2025-04-01 20:41:16,5,2025-04-01,CBE,Google Play
Mubarek Abdureshid,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,2025-04-01 16:16:48,3,2025-04-01,CBE,Google Play
Getu Girma,very interesting app,2025-04-01 16:10:43,5,2025-04-01,CBE,Google Play
Zelalem Abebaw,i like it,2025-04-01 16:00:17,5,2025-04-01,CBE,Google Play
baharu duba,wow.......cbe.....keep it up.....!!!!!!,2025-04-01 14:05:08,5,2025-04-01,CBE,Google Play
Jebdu Ja,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,2025-04-01 13:58:25,5,2025-04-01,CBE,Google Play
Ayano G,Excellent🙏app,2025-04-01 12:09:01,5,2025-04-01,CBE,Google Play
Behailu Shiferaw,the most useful,2025-04-01 11:48:59,5,2025-04-01,CBE,Google Play
Nesru Abdo,I am more satisfied in this app . More sure you have to secure.,2025-04-01 11:37:20,4,2025-04-01,CBE,Google Play
Belsti Getaneh,Easy to use,2025-04-01 11:04:45,5,2025-04-01,CBE,Google Play
Ibrahim Dinku,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",2025-04-01 10:52:59,4,2025-04-01,CBE,Google Play
Yared Alemayehu,Excellent !!!,2025-04-01 10:49:06,5,2025-04-01,CBE,Google Play
Nige Nigatu,always we relay on,2025-04-01 09:33:40,5,2025-04-01,CBE,Google Play
Natnael Papillon,I'm lucky to have this🙏 thank you CBE.,2025-04-01 09:23:51,5,2025-04-01,CBE,Google Play
Epixel Studios,it's need more improvement like Tellbirr.,2025-04-01 08:53:22,4,2025-04-01,CBE,Google Play
Eyob Hidego,goode app,2025-04-01 08:38:56,5,2025-04-01,CBE,Google Play
Amir,a very nice app.👍👍👍,2025-04-01 06:58:58,5,2025-04-01,CBE,Google Play
Kaba Dinssa,safe easy & fast,2025-04-01 06:56:59,5,2025-04-01,CBE,Google Play
Emito W.giorgis (Theodros),perfect,2025-04-01 06:51:55,5,2025-04-01,CBE,Google Play
Samuel Kalayu,it's good app,2025-04-01 06:41:54,5,2025-04-01,CBE,Google Play
Daniel Fessha,nice,2025-04-01 06:34:36,5,2025-04-01,CBE,Google Play
Dr. Kanbiro Orkaido,good app,2025-04-01 06:08:41,5,2025-04-01,CBE,Google Play
Yassin Mohammed,It is veary useful app but screen shout was impossible .solve this problem,2025-04-01 05:59:21,5,2025-04-01,CBE,Google Play
Abdulmanan Kedir,ጥሩ ነው,2025-04-01 05:59:11,5,2025-04-01,CBE,Google Play
Eyob Sisay,እጅግ በጣም ጥሩ አፕ,2025-04-01 05:47:19,5,2025-04-01,CBE,Google Play
Zehara Mekonen,good,2025-04-01 05:24:25,5,2025-04-01,CBE,Google Play
Habetamu Hayleiyesus,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,2025-04-01 04:44:30,5,2025-04-01,CBE,Google Play
Ramadan Hajiahamad,suitable app,2025-04-01 04:44:01,4,2025-04-01,CBE,Google Play
Zeget Foryou,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,2025-04-01 03:32:36,1,2025-04-01,CBE,Google Play
Frezer Tsegaye,Good,2025-04-01 03:20:58,5,2025-04-01,CBE,Google Play
abenezer alemayehu,nice app,2025-04-01 03:18:50,5,2025-04-01,CBE,Google Play
Tinsae Yiglet,best transaction method of financial,2025-04-01 03:00:41,5,2025-04-01,CBE,Google Play
Yohannes Ayele,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,2025-04-01 02:24:12,5,2025-04-01,CBE,Google Play
Jo Shewa,It literarily don't work at all,2025-04-01 01:58:15,4,2025-04-01,CBE,Google Play
Binuko gude,good give us plus,2025-04-01 00:04:22,5,2025-04-01,CBE,Google Play
SELIHOM SONGS,"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",2025-03-31 22:27:55,4,2025-03-31,CBE,Google Play
HAYATV,before update it was able to screenshot while after update I can't able to screenshot the transfere details,2025-03-31 21:39:45,4,2025-03-31,CBE,Google Play
Kidus Tesfu,Tnc Cbe,2025-03-31 21:08:46,5,2025-03-31,CBE,Google Play
Tamerat Mekonnen,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,2025-03-31 20:41:26,4,2025-03-31,CBE,Google Play
Geremew Chelebo,great apps,2025-03-31 20:08:38,5,2025-03-31,CBE,Google Play
wondimu tumate,Excellent,2025-03-31 19:31:02,5,2025-03-31,CBE,Google Play
getahun gech,Great app!,2025-03-31 19:28:45,4,2025-03-31,CBE,Google Play
Shelema Wedajo,nice,2025-03-31 18:45:13,5,2025-03-31,CBE,Google Play
Misganaw Tomas,CBE,2025-03-31 18:24:42,5,2025-03-31,CBE,Google Play
Amiir Musse,very good 👍 👏,2025-03-31 18:09:27,5,2025-03-31,CBE,Google Play
Dellu Bw,great when it works,2025-03-31 18:04:26,5,2025-03-31,CBE,Google Play
Fikiru Alemu,"the app is very good, but why screenshots is impossible?",2025-03-31 17:54:32,5,2025-03-31,CBE,Google Play
Fbarre researcher,excellent match application,2025-03-31 17:18:19,5,2025-03-31,CBE,Google Play
Abdurazak Abdela,very good,2025-03-31 16:45:55,5,2025-03-31,CBE,Google Play
Amar Alamaw Ereta,best app,2025-03-31 16:30:43,5,2025-03-31,CBE,Google Play
Samuel,The Best app😍😍😍,2025-03-31 15:51:04,5,2025-03-31,CBE,Google Play
MEBRATU MENA,excellent app,2025-03-31 15:48:00,5,2025-03-31,CBE,Google Play
Angafaw Tadesse,easy to use and user friendly,2025-03-31 15:44:26,5,2025-03-31,CBE,Google Play
Tize Zgreat,good,2025-03-31 15:41:02,5,2025-03-31,CBE,Google Play
china China,very nice,2025-03-31 15:34:55,5,2025-03-31,CBE,Google Play
Elphaz Adamu,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,2025-03-31 15:10:15,3,2025-03-31,CBE,Google Play
Wisdom of Life,well software,2025-03-31 15:08:49,5,2025-03-31,CBE,Google Play
Mubarek Hussen,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,2025-03-31 14:53:20,4,2025-03-31,CBE,Google Play
Mubarek Mohamed,CBE very good apps,2025-03-31 14:49:39,5,2025-03-31,CBE,Google Play
Ermiyas Z Cherie,"This application fast, secure and more convenient. Thanks CBE",2025-03-31 14:40:29,5,2025-03-31,CBE,Google Play
Esayas Gebreyesus,best app,2025-03-31 14:33:52,5,2025-03-31,CBE,Google Play
Melese Taye,excellent service,2025-03-31 14:26:11,5,2025-03-31,CBE,Google Play
Biniam Melese (Lala),it's best,2025-03-31 13:44:26,5,2025-03-31,CBE,Google Play
zi ta,Why didn't you display cash transactions and bank statement in the mobile banking app?,2025-03-31 13:00:13,4,2025-03-31,CBE,Google Play
Gashu Minale,Amazing app,2025-03-31 11:59:13,5,2025-03-31,CBE,Google Play
Hussein Abdella,our legitimate bank,2025-03-31 11:47:36,4,2025-03-31,CBE,Google Play
Mekdim Alemayehu,Ever and never seen this kind of app I proud my CBE,2025-03-31 11:37:46,5,2025-03-31,CBE,Google Play
Tefera Kebede Negewo,very good and safe for me!,2025-03-31 11:26:47,5,2025-03-31,CBE,Google Play
Suleyman,it is best bank,2025-03-31 11:14:10,5,2025-03-31,CBE,Google Play
Zerihun Sisay,"very good, but sometimes....",2025-03-31 11:02:22,4,2025-03-31,CBE,Google Play
Genet Bekele,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,2025-03-31 10:44:49,5,2025-03-31,CBE,Google Play
Girma Hailemichael,Why not allowed to pay for fuel?,2025-03-31 10:43:36,4,2025-03-31,CBE,Google Play
Lelisa Shuma,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,2025-03-31 10:11:05,5,2025-03-31,CBE,Google Play
Ayalnesh Duressa,good job,2025-03-31 10:07:47,5,2025-03-31,CBE,Google Play
Hayelom Lule,nice,2025-03-31 10:02:03,5,2025-03-31,CBE,Google Play
Mudinjuwar Mudinjuwar,ቆንጆ ነው,2025-03-31 09:56:23,5,2025-03-31,CBE,Google Play
Mezgebu Belsty,Great version,2025-03-31 09:55:31,5,2025-03-31,CBE,Google Play
Yihunzer Ayele,excellent,2025-03-31 09:22:55,5,2025-03-31,CBE,Google Play
Alemayehu Asfaw,Good and easy to use,2025-03-31 08:51:02,5,2025-03-31,CBE,Google Play
Gadefaye Girmaw,nice app and fast money transfer,2025-03-31 08:44:58,5,2025-03-31,CBE,Google Play
Lamessa Garba,Really automated...,2025-03-31 08:09:10,5,2025-03-31,CBE,Google Play
Sebri semir,excellent,2025-03-31 07:48:25,5,2025-03-31,CBE,Google Play
Binyam Kifle,good,2025-03-31 07:36:01,5,2025-03-31,CBE,Google Play
Alemayehu Tsegaye,good App,2025-03-31 07:15:06,5,2025-03-31,CBE,Google Play
sentayehu tesfaye,bek betam kelal,2025-03-31 07:05:52,5,2025-03-31,CBE,Google Play
jesus father,ምርጥ አፕ ነው ተመችቶኛል❤❤,2025-03-31 06:54:03,3,2025-03-31,CBE,Google Play
mengistu bisrat,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,2025-03-31 06:43:30,4,2025-03-31,CBE,Google Play
seifu jenberu,"very good, keep it up",2025-03-31 06:39:15,5,2025-03-31,CBE,Google Play
Imeran Kehan,there is some issue the process it delay,2025-03-31 06:28:40,3,2025-03-31,CBE,Google Play
Wonde sin,what an amazing application in Ethiopian Banking industry which is very interested one!,2025-03-31 03:12:02,5,2025-03-31,CBE,Google Play
Joe Geberhiwot,nice,2025-03-30 19:31:50,5,2025-03-30,CBE,Google Play
Mudesir Muhammed,interesting,2025-03-30 18:35:31,3,2025-03-30,CBE,Google Play
Maru Ye Teme,very good,2025-03-30 18:04:07,5,2025-03-30,CBE,Google Play
Kasaye Gemechu,good,2025-03-30 17:01:02,5,2025-03-30,CBE,Google Play
getabil teferi,simple&fast!!!,2025-03-30 16:47:58,5,2025-03-30,CBE,Google Play
Fikre ye kiya,best app,2025-03-30 16:44:10,5,2025-03-30,CBE,Google Play
Alemayehu Engida,great,2025-03-30 16:18:36,5,2025-03-30,CBE,Google Play
Seli Aga Adola,it is very good app,2025-03-30 15:58:06,5,2025-03-30,CBE,Google Play
Kedir Abidulahi,best,2025-03-30 15:15:17,5,2025-03-30,CBE,Google Play
Beyene Tola,It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,2025-03-30 14:56:18,5,2025-03-30,CBE,Google Play
Sabit Zakir,Very God thanks,2025-03-30 14:41:58,5,2025-03-30,CBE,Google Play
Fonka Like,The sum is good.,2025-03-30 14:26:34,3,2025-03-30,CBE,Google Play
Tilahun Mebratu,best of bests,2025-03-30 14:14:52,5,2025-03-30,CBE,Google Play
Lemma Alemu,am happy thank you CBE🫡,2025-03-30 13:16:40,5,2025-03-30,CBE,Google Play
Gutema Gemeda,good,2025-03-30 12:00:57,5,2025-03-30,CBE,Google Play
Abebe,good,2025-03-30 11:22:46,5,2025-03-30,CBE,Google Play
bulcha doni,it's very nice 👍.,2025-03-30 11:16:56,5,2025-03-30,CBE,Google Play
Ruth,👍,2025-03-30 10:20:35,5,2025-03-30,CBE,Google Play
Abenezer Asire,nice,2025-03-30 09:22:14,5,2025-03-30,CBE,Google Play
Amanuel Ferede,"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",2025-03-30 08:51:58,3,2025-03-30,CBE,Google Play
Gadid Ahmad,Very good,2025-03-30 08:30:29,5,2025-03-30,CBE,Google Play
Bakri Abrahim,halan garidhaa cbe,2025-03-30 05:33:53,5,2025-03-30,CBE,Google Play
Ephrem Yesuf,best apps for useing,2025-03-29 22:38:44,5,2025-03-29,CBE,Google Play
abdu maru,like it,2025-03-29 20:09:01,5,2025-03-29,CBE,Google Play
Haftom G,good,2025-03-29 18:36:17,5,2025-03-29,CBE,Google Play
Adonay Kebede,Good apps ...But fix the screenshot its not easy like before ......,2025-03-29 08:18:51,5,2025-03-29,CBE,Google Play
Lamero Lukaku,l love it,2025-03-29 06:38:56,5,2025-03-29,CBE,Google Play
Tamrat Abrham,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",2025-03-29 03:34:21,5,2025-03-29,CBE,Google Play
ANDUALEM. KASSA,good,2025-03-29 02:08:36,5,2025-03-29,CBE,Google Play
Hafiz Xayyib,Good,2025-03-29 00:25:36,5,2025-03-29,CBE,Google Play
ORO TUBE,in this update why screenshoot is disabled now it's not working,2025-03-28 20:03:37,1,2025-03-28,CBE,Google Play
AYISA Yakob,good,2025-03-28 13:46:23,5,2025-03-28,CBE,Google Play
Suleyman Ali,"realy I donot seen like this application ! fast ,safe ande confortable",2025-03-28 05:40:37,5,2025-03-28,CBE,Google Play
Wouberist Arefe,Excellent but needed upgrading!,2025-03-28 04:51:01,5,2025-03-28,CBE,Google Play
Jiksaa Dinnaa,Best app,2025-03-28 02:29:39,5,2025-03-28,CBE,Google Play
Abdulkareim Mohammed (አብዱ),goods app!! pleace update this apps??,2025-03-27 22:54:39,4,2025-03-27,CBE,Google Play
Ebrahim Ahmed (Ebro),"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",2025-03-27 19:37:33,1,2025-03-27,CBE,Google Play
Mesfin Belachew,wow,2025-03-27 18:48:39,5,2025-03-27,CBE,Google Play
Mulugeta Debeso,Fantastic app! I appreciate it very much,2025-03-27 15:11:31,5,2025-03-27,CBE,Google Play
Mulatu Cherinet,Convenient app,2025-03-27 11:29:24,5,2025-03-27,CBE,Google Play
Habtamu Ayalew,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,2025-03-26 20:41:05,1,2025-03-26,CBE,Google Play
Ss E,Good,2025-03-26 18:20:42,5,2025-03-26,CBE,Google Play
Dallol App,It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,2025-03-26 13:25:42,1,2025-03-26,CBE,Google Play
ላላ ዙጢ,why why u remove screen shoot😡😡,2025-03-26 12:43:25,2,2025-03-26,CBE,Google Play
Hadiya Hussain,good,2025-03-26 10:57:04,5,2025-03-26,CBE,Google Play
senshaw b,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",2025-03-26 09:25:38,1,2025-03-26,CBE,Google Play
Kun Bak,very nice one,2025-03-26 08:58:47,5,2025-03-26,CBE,Google Play
Abdullahi Omar,good application,2025-03-25 19:45:38,5,2025-03-25,CBE,Google Play
Tirufate Ethiopia,problem solver and the best fast app,2025-03-25 16:04:07,5,2025-03-25,CBE,Google Play
Kato Kamassa,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,2025-03-25 13:03:28,5,2025-03-25,CBE,Google Play
Mezemir Haset,nice,2025-03-25 12:32:06,5,2025-03-25,CBE,Google Play
Aman Bereket,Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,2025-03-25 10:43:46,3,2025-03-25,CBE,Google Play
Estif Sanch,ok,2025-03-25 07:39:43,5,2025-03-25,CBE,Google Play
KEYO KEYO,you must added dark mode options ❗,2025-03-24 23:38:41,3,2025-03-24,CBE,Google Play
Firaol Teshala,good,2025-03-24 23:27:14,5,2025-03-24,CBE,Google Play
Kemal Jemal,Thank you,2025-03-24 22:22:45,5,2025-03-24,CBE,Google Play
Abas Abud,cbe,2025-03-24 21:31:15,5,2025-03-24,CBE,Google Play
Awwal Qali,ممتاز جدا جدا,2025-03-24 19:45:10,5,2025-03-24,CBE,Google Play
Nimona Genjosa,very nice and convenient app,2025-03-24 17:13:07,5,2025-03-24,CBE,Google Play
Tantos Mesfin,there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2025-03-24 16:14:14,2,2025-03-24,CBE,Google Play
Daniel Bzuneh,👍👍👍,2025-03-24 14:47:15,5,2025-03-24,CBE,Google Play
