userName,review,at,rating,date,bank,source
Abraham Moges,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",2024-10-18 18:22:15,5,2024-10-18,BOA,Google Play
Samson zekarias,Very good,2024-10-18 14:02:55,5,2024-10-18,BOA,Google Play
Jemalkedir Jemalkedir,ደደገነሐ,2024-10-15 07:27:29,5,2024-10-15,BOA,Google Play
Mohamed Jamee,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",2024-10-14 05:06:39,1,2024-10-14,BOA,Google Play
Mintesinot Desalegn,A painfully slow banking app service. Please don't make it your choice!,2024-10-13 06:08:25,1,2024-10-13,BOA,Google Play
Mehdi Dersie (መኸዲ),Good App,2024-10-12 14:04:14,4,2024-10-12,BOA,Google Play
Abdu Ahme,Best app to me,2024-10-11 18:16:21,5,2024-10-11,BOA,Google Play
abdulmejid emam Mohammed,BOA,2024-10-11 13:31:58,5,2024-10-11,BOA,Google Play
Abdulkadirsulti Kedir,Abdulkadir,2024-10-11 06:28:56,5,2024-10-11,BOA,Google Play
Fikirte Atinafseged,Bad,2024-10-10 12:17:31,1,2024-10-10,BOA,Google Play
Feven Mekael,If it is possible I would gove0 star,2024-10-08 13:20:37,1,2024-10-08,BOA,Google Play
Wendwesn Seifu,Nise mobile bankig,2024-10-05 12:39:26,4,2024-10-05,BOA,Google Play
neo,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,2024-10-04 20:34:24,4,2024-10-04,BOA,Google Play
John Abadi,Ok,2024-10-04 14:20:43,5,2024-10-04,BOA,Google Play
basi s,Just make it work please🤣 this is embarrassing for a bank of your size,2024-10-04 08:23:06,1,2024-10-04,BOA,Google Play
Habtamu Tolla,Update to the simplest way it requires the developer option on and off why this is,2024-10-04 06:18:27,5,2024-10-04,BOA,Google Play
Eyuel Hailu,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",2024-10-04 02:55:49,1,2024-10-04,BOA,Google Play
Pastor Yirdaw Tessema,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,2024-10-04 02:30:33,1,2024-10-04,BOA,Google Play
Nigussie Beresa,Good,2024-10-03 15:17:09,3,2024-10-03,BOA,Google Play
Adu delu,Worest app,2024-10-03 09:57:35,1,2024-10-03,BOA,Google Play
Sen hit,The worest app ever,2024-10-03 09:54:58,1,2024-10-03,BOA,Google Play
Aman Abas,አሪፍ ነው በርቱልን,2024-10-02 22:53:27,5,2024-10-02,BOA,Google Play
Kuma Nasbu,Wwwerrr,2024-10-02 16:16:32,5,2024-10-02,BOA,Google Play
Jemal abdela Abdela,ጀማል ውቀቱ,2024-09-30 13:46:53,5,2024-09-30,BOA,Google Play
Ayana Andualem,Great For Financial company,2024-09-30 06:13:34,5,2024-09-30,BOA,Google Play
Yamle Abiy,Very easy to use,2024-09-30 05:48:28,5,2024-09-30,BOA,Google Play
Anteneh Car Sale,The App's crash always.. Error.....,2024-09-27 13:25:54,3,2024-09-27,BOA,Google Play
Christopher Edward,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,2024-09-26 18:13:35,1,2024-09-26,BOA,Google Play
Fikadu Yirega,nice,2024-09-26 02:56:33,5,2024-09-26,BOA,Google Play
Ermiyas Tilahun,Great UI and seamless UX. I love it!!,2024-09-25 18:51:19,5,2024-09-25,BOA,Google Play
feriazr Assefar,That's too good application but try to add more alternatives and futures or possibilitys for your customers,2024-09-25 18:18:13,3,2024-09-25,BOA,Google Play
Alfo Nigussie,It's easy used to operate program and secured 👍👍,2024-09-25 13:00:21,4,2024-09-25,BOA,Google Play
Amar Abdurezak,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,2024-09-21 11:34:07,1,2024-09-21,BOA,Google Play
Abu Maher,Amazing,2024-09-19 09:07:21,5,2024-09-19,BOA,Google Play
Philemon Hailu,Great app with great services,2024-09-19 06:32:07,5,2024-09-19,BOA,Google Play
Mossa Yiha,Yes active user,2024-09-17 13:47:44,5,2024-09-17,BOA,Google Play
Bloom Freeman,Shameful,2024-09-17 13:26:12,1,2024-09-17,BOA,Google Play
Meseret Kebede,The worest app ever made i would not recommende for no one,2024-09-16 17:05:52,1,2024-09-16,BOA,Google Play
Gatluak Gatwech Both Mer,Good application,2024-09-16 15:08:14,5,2024-09-16,BOA,Google Play
Abdisa Benti,I like,2024-09-16 12:00:21,5,2024-09-16,BOA,Google Play
nahom dinku,Good,2024-09-16 10:15:56,5,2024-09-16,BOA,Google Play
Ermiyas Argaw,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",2024-09-15 17:36:11,1,2024-09-15,BOA,Google Play
Yohannes Addisu,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",2024-09-15 05:59:12,1,2024-09-15,BOA,Google Play
Fasika alemenew Tades,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),2024-09-14 13:37:34,5,2024-09-14,BOA,Google Play
Esubalew 7822,It's not working. It needs a big update. Can't you update the app quickly?,2024-09-14 12:09:31,1,2024-09-14,BOA,Google Play
JOEL AIMOHON (AimohonJoel),"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",2024-09-13 23:48:46,3,2024-09-13,BOA,Google Play
Biruk Ephrem,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",2024-09-13 18:50:22,1,2024-09-13,BOA,Google Play
minase ayza,Bes and freindly app,2024-09-13 04:47:02,5,2024-09-13,BOA,Google Play
Sailorforlife BESTTI,It doesn't work.,2024-09-12 09:20:37,1,2024-09-12,BOA,Google Play
Melkamu Gudeta,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",2024-09-11 19:39:38,1,2024-09-11,BOA,Google Play
Seyfedin Ali,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,2024-09-11 11:19:05,1,2024-09-11,BOA,Google Play
Pastor Misgana Fikadu,Good,2024-09-10 09:30:24,5,2024-09-10,BOA,Google Play
Zerihun Dacho Tura,Smart technology,2024-09-10 06:48:06,5,2024-09-10,BOA,Google Play
Lidu,Yegema app tish🪨,2024-09-08 05:53:43,1,2024-09-08,BOA,Google Play
Gabo Jabadhu,Ok,2024-09-07 15:12:32,5,2024-09-07,BOA,Google Play
Wurbie MJ Trading PLC,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",2024-09-07 07:42:49,1,2024-09-07,BOA,Google Play
Gutu Bahiru,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",2024-09-06 16:16:55,1,2024-09-06,BOA,Google Play
Ebenezer Daniel,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",2024-09-06 07:06:12,1,2024-09-06,BOA,Google Play
et spam,Awesome application. But lately its crashing everytime i opened it.,2024-09-05 20:48:22,4,2024-09-05,BOA,Google Play
Biruk Belay,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,2024-09-05 17:52:21,1,2024-09-05,BOA,Google Play
Abdulhafiz,good,2024-09-05 05:22:58,5,2024-09-05,BOA,Google Play
Temesgen Asrat,Fast one,2024-09-04 19:10:02,3,2024-09-04,BOA,Google Play
nebil mohammed,Nice looking app but a terrible user experience.,2024-09-03 14:30:49,1,2024-09-03,BOA,Google Play
Bereket Mengistu,The worest MB app ever!!🙄,2024-09-02 11:13:33,1,2024-09-02,BOA,Google Play
temesgn ephream,Very good,2024-09-01 16:47:47,5,2024-09-01,BOA,Google Play
Teferi Haileluel,It is ok,2024-09-01 09:56:42,5,2024-09-01,BOA,Google Play
Adonay Kebede,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,2024-08-30 10:05:08,1,2024-08-30,BOA,Google Play
Nets Yad,Good,2024-08-30 10:01:27,5,2024-08-30,BOA,Google Play
Sahalu Seife,Apollo's,2024-08-29 19:26:11,1,2024-08-29,BOA,Google Play
Ezu Mudesir (Silence),The worst experience ever,2024-08-29 14:17:17,1,2024-08-29,BOA,Google Play
Hussen Ali Umar,Hussenaliumar,2024-08-29 09:35:33,5,2024-08-29,BOA,Google Play
Papa Wilson,Good,2024-08-28 13:14:12,3,2024-08-28,BOA,Google Play
Cakoma Soira,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,2024-08-28 03:35:38,1,2024-08-28,BOA,Google Play
Yoseph Megebo,It is not work for my device,2024-08-27 15:21:28,5,2024-08-27,BOA,Google Play
Alazar Solomon,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",2024-08-26 11:15:02,1,2024-08-26,BOA,Google Play
Diborah Terefe,The worst app ever,2024-08-26 09:41:26,1,2024-08-26,BOA,Google Play
Dani Ayalw,Good,2024-08-26 09:03:09,5,2024-08-26,BOA,Google Play
Bitanya Gebre,Betanya Gebre,2024-08-23 18:29:23,3,2024-08-23,BOA,Google Play
Semere Berehe,I dont recommand it to any one,2024-08-23 08:05:36,1,2024-08-23,BOA,Google Play
Zawdnash sisay,Good,2024-08-22 06:00:42,5,2024-08-22,BOA,Google Play
ephrem habtamu,Excellent app,2024-08-21 10:20:16,5,2024-08-21,BOA,Google Play
Amanuel Abiy,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",2024-08-20 09:35:21,1,2024-08-20,BOA,Google Play
Abdulmenan Kenzu,ትርሃስ,2024-08-19 15:58:10,5,2024-08-19,BOA,Google Play
JIMI “JEMUSHIFA” jimi,Gio,2024-08-19 10:12:51,4,2024-08-19,BOA,Google Play
Jemal Sirmolo,App isn't working,2024-08-18 17:48:13,1,2024-08-18,BOA,Google Play
Getachew Tadesse,Best app,2024-08-18 17:19:44,5,2024-08-18,BOA,Google Play
Tesfaye Hulumyifer,so far good but always it lugs,2024-08-17 16:16:57,3,2024-08-17,BOA,Google Play
Tito Hailu,Don't trust this bank and its service.,2024-08-16 11:31:36,1,2024-08-16,BOA,Google Play
dereje tadesse haile,"I can not open and use the application,please help me!",2024-08-15 18:13:25,5,2024-08-15,BOA,Google Play
Natnael Kumlachew,Horrible,2024-08-14 19:31:06,1,2024-08-14,BOA,Google Play
Yonas Desalegn,Mostly not working 😑,2024-08-14 09:29:24,1,2024-08-14,BOA,Google Play
Tadese Amaha,Good,2024-08-13 17:26:12,5,2024-08-13,BOA,Google Play
Ifusha Let'sgo,Awesome 👌,2024-08-12 11:38:07,5,2024-08-12,BOA,Google Play
Haylemaryam Daget Tesfaye,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",2024-08-12 10:23:20,3,2024-08-12,BOA,Google Play
Bereket Kochito,Thank you,2024-08-12 08:06:19,3,2024-08-12,BOA,Google Play
zewde demsse,Very poor app b/c highly slow to open the app,2024-08-12 04:56:44,1,2024-08-12,BOA,Google Play
Sadam Mulugeta,Ok,2024-08-12 00:46:06,5,2024-08-12,BOA,Google Play
Abi 5252,best,2024-08-11 23:34:06,1,2024-08-11,BOA,Google Play
zelalem abera,Best app,2024-08-11 19:38:09,5,2024-08-11,BOA,Google Play
Letshtsgaye,Wedi Tekle .,2024-08-11 13:13:14,5,2024-08-11,BOA,Google Play
Heenok Mekuria,Bad app📱👎👎👎,2024-08-11 09:39:15,1,2024-08-11,BOA,Google Play
Dandi Terfasa,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,2024-08-11 06:12:42,5,2024-08-11,BOA,Google Play
one More,Nice appp,2024-08-11 04:23:42,5,2024-08-11,BOA,Google Play
Yonas Worku,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,2024-08-10 15:31:56,3,2024-08-10,BOA,Google Play
Abdiqaadir Mohamed Abdi Gurey,Gooood app my dear,2024-08-09 23:59:07,5,2024-08-09,BOA,Google Play
Harun Tamam,Harun tamam galanaa,2024-08-09 14:30:52,3,2024-08-09,BOA,Google Play
Iyou,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",2024-08-08 12:31:00,1,2024-08-08,BOA,Google Play
Kadija Kamal,Gamebela,2024-08-08 12:07:21,1,2024-08-08,BOA,Google Play
Sura Sura,so poor app to use can't start up when open the app,2024-08-08 07:48:54,1,2024-08-08,BOA,Google Play
Tefera Lingerew,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",2024-08-07 13:34:52,1,2024-08-07,BOA,Google Play
Nardos bekele,Good job,2024-08-07 10:56:13,5,2024-08-07,BOA,Google Play
Abdi Asres,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",2024-08-07 10:03:34,1,2024-08-07,BOA,Google Play
Sened Ibrahim Sened,good,2024-08-07 08:50:31,3,2024-08-07,BOA,Google Play
Alazar Paulos,Good,2024-08-07 08:14:08,5,2024-08-07,BOA,Google Play
Mejid Mohammedsalih,Bad app .,2024-08-06 18:40:31,1,2024-08-06,BOA,Google Play
Nathnael Legesse,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",2024-08-06 15:12:53,1,2024-08-06,BOA,Google Play
Muktar Hasen Abdullahi,Review,2024-08-06 15:00:43,5,2024-08-06,BOA,Google Play
Abebayehu Tilahun,Goood,2024-08-06 13:21:08,4,2024-08-06,BOA,Google Play
tsegaye demissie,Ok,2024-08-06 12:33:00,5,2024-08-06,BOA,Google Play
Yared Mulat,👎👎👎👎👎👎👎👎👎,2024-08-05 21:59:16,1,2024-08-05,BOA,Google Play
Dani Man,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,2024-08-04 10:53:44,1,2024-08-04,BOA,Google Play
kedre Abdela,The previous version is better it doesn't work,2024-08-04 06:16:27,1,2024-08-04,BOA,Google Play
Net3 MP,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",2024-08-03 20:59:13,1,2024-08-03,BOA,Google Play
surafel girma,ok,2024-08-03 19:37:02,5,2024-08-03,BOA,Google Play
Fuad Yaya,Nice,2024-08-03 08:16:43,5,2024-08-03,BOA,Google Play
ናትና AEL,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",2024-08-03 08:00:33,1,2024-08-03,BOA,Google Play
GASHAW SISAY,Great,2024-08-03 07:20:06,5,2024-08-03,BOA,Google Play
lulseged mam,It's a useless app,2024-08-02 06:54:12,1,2024-08-02,BOA,Google Play
Temesgen Alemayehu,"It's not working as it was , so much need to improve, it was the best but not anymore",2024-08-01 16:04:25,2,2024-08-01,BOA,Google Play
Esmael Seman,Poor network,2024-08-01 05:48:09,1,2024-08-01,BOA,Google Play
habtemariam biset,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,2024-07-31 20:20:53,1,2024-07-31,BOA,Google Play
Nahom,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,2024-07-31 12:03:12,1,2024-07-31,BOA,Google Play
Sabr Ali,"It's not working totally, what a useless app is it,",2024-07-31 10:54:39,1,2024-07-31,BOA,Google Play
Yidnekachew Kedir,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",2024-07-31 06:01:07,1,2024-07-31,BOA,Google Play
SEMIR Ibrahim,this is so disappointing app 😞,2024-07-30 21:37:56,1,2024-07-30,BOA,Google Play
Zeyba Zikra,አቢስኒያ የሁሉም ምርጫ,2024-07-29 14:48:26,5,2024-07-29,BOA,Google Play
Nanesso Gemechu,Ok,2024-07-29 07:47:11,5,2024-07-29,BOA,Google Play
Selhadin Jafer,Nays,2024-07-28 17:19:24,5,2024-07-28,BOA,Google Play
Kalkidan mehari,The worst app,2024-07-28 15:35:54,1,2024-07-28,BOA,Google Play
Oumer Kassaw,it can't even open and only display error messages,2024-07-27 18:01:32,1,2024-07-27,BOA,Google Play
Kamil Hassen,not active,2024-07-27 12:39:42,1,2024-07-27,BOA,Google Play
Mesay Sahil,To get good quality,2024-07-27 06:22:10,5,2024-07-27,BOA,Google Play
Abrham Temesgen,አይሰራም እኮ ምንድን ነው ችግሩ?,2024-07-26 08:36:44,1,2024-07-26,BOA,Google Play
Belete Arega,uselss app dont download,2024-07-26 08:36:14,1,2024-07-26,BOA,Google Play
Johnny Solomon,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",2024-07-25 20:24:26,1,2024-07-25,BOA,Google Play
Seifu Mekonnen,"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",2024-07-25 09:35:54,1,2024-07-25,BOA,Google Play
Abebe Ebistie,Corrupted and poor app,2024-07-24 15:58:27,1,2024-07-24,BOA,Google Play
Bizunesh Bedada,Good,2024-07-24 08:51:19,1,2024-07-24,BOA,Google Play
Lulawit Abreham Tsegaye,When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,2024-07-24 07:27:07,3,2024-07-24,BOA,Google Play
Shiferaw Teka,Nice,2024-07-24 06:54:06,5,2024-07-24,BOA,Google Play
tewodros fekadu,FIX YOUR Apollo!! You guys where the best 👌,2024-07-23 20:29:08,1,2024-07-23,BOA,Google Play
Selamawit Belete,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,2024-07-23 15:53:32,1,2024-07-23,BOA,Google Play
mulualem chekol,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",2024-07-23 15:36:47,1,2024-07-23,BOA,Google Play
alnur aliyo,Poor application. It turned off by itself,2024-07-23 13:06:20,1,2024-07-23,BOA,Google Play
Mikiale dres,Okay,2024-07-23 12:54:10,5,2024-07-23,BOA,Google Play
BILATU TENKIR,Allowed,2024-07-23 12:41:00,5,2024-07-23,BOA,Google Play
Semeab Seyoum,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,2024-07-23 07:35:15,1,2024-07-23,BOA,Google Play
Mwaniki feny,we want international mobile banking,2024-07-22 20:31:31,1,2024-07-22,BOA,Google Play
Aymen Seid,"screenshot isn't working, Please modify it",2024-07-22 14:38:15,2,2024-07-22,BOA,Google Play
Nazret Measho,Naziriet measho 89160437,2024-07-21 21:45:21,1,2024-07-21,BOA,Google Play
Ahmed Mohamed husen,Ahmed Mohammed husen,2024-07-21 16:33:55,3,2024-07-21,BOA,Google Play
Srgut,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,2024-07-19 19:15:38,1,2024-07-19,BOA,Google Play
Brave Man,I have experiance,2024-07-19 19:12:05,5,2024-07-19,BOA,Google Play
Nebil Ahmed,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,2024-07-19 15:36:11,1,2024-07-19,BOA,Google Play
Zemen Kebede,Wow,2024-07-19 13:21:51,5,2024-07-19,BOA,Google Play
negus _,Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,2024-07-19 06:35:32,1,2024-07-19,BOA,Google Play
ተመሥገን ምትኩ,ርይርፍ,2024-07-19 05:11:01,3,2024-07-19,BOA,Google Play
eyob mikire,The previous application is much better than this one,2024-07-18 14:40:55,1,2024-07-18,BOA,Google Play
Hailemichael Melaku,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",2024-07-18 08:45:25,1,2024-07-18,BOA,Google Play
Maxamud Roble,mal,2024-07-16 20:55:56,5,2024-07-16,BOA,Google Play
Mariyam Amalaje,It is not working at all,2024-07-16 17:29:37,1,2024-07-16,BOA,Google Play
bekri Emam,Excellent,2024-07-16 16:57:45,5,2024-07-16,BOA,Google Play
Israel Tsegaye,The poorest mobile banking survice ever. Only error reports frequently,2024-07-16 13:37:32,1,2024-07-16,BOA,Google Play
Ephrem Hagos,Wow,2024-07-16 10:01:39,5,2024-07-16,BOA,Google Play
Addis Alem,😞😞😞😞,2024-07-15 21:13:22,1,2024-07-15,BOA,Google Play
Mintesnot Melese,😡😡😡😡😡😡😡,2024-07-15 16:03:16,1,2024-07-15,BOA,Google Play
faki j Musa,The worst banking app,2024-07-15 12:06:42,1,2024-07-15,BOA,Google Play
Amanuel Negash,The app is constantly crashing and freezing when to send to BOA customers' accounts.,2024-07-15 09:56:57,1,2024-07-15,BOA,Google Play
Kiros Gebre,No work app,2024-07-15 09:41:15,5,2024-07-15,BOA,Google Play
Asma mohammed,Is ok but stop sundenly,2024-07-15 07:00:54,5,2024-07-15,BOA,Google Play
Amu Ebra,🤷🤷🤷,2024-07-15 03:57:33,3,2024-07-15,BOA,Google Play
Hf Td,experienced,2024-07-14 19:35:03,5,2024-07-14,BOA,Google Play
It's Me Dag the Boss,Very poor app. Its Always cresh and not compatible,2024-07-13 15:10:50,2,2024-07-13,BOA,Google Play
Eyob D.,"It's not functional at all. It keeps saying ""error"". Unable to activate.",2024-07-13 09:39:40,1,2024-07-13,BOA,Google Play
MULGETA GEBREMARIAM,BoA,2024-07-13 08:36:22,5,2024-07-13,BOA,Google Play
Nahom Mekonen,I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,2024-07-13 08:27:20,1,2024-07-13,BOA,Google Play
mark alegn,Boa,2024-07-13 04:50:46,5,2024-07-13,BOA,Google Play
Doye Entertainment,The new app is very good,2024-07-12 21:05:22,5,2024-07-12,BOA,Google Play
abdirahman osman,It's very good but sometimes isn't work probably,2024-07-12 15:10:09,5,2024-07-12,BOA,Google Play
Kirubel Solomon,It doesn't work,2024-07-12 14:38:05,1,2024-07-12,BOA,Google Play
Meka Man,ጭራሽ አይነፋም,2024-07-12 12:57:35,1,2024-07-12,BOA,Google Play
Hailye Mesafint,"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",2024-07-12 01:11:29,1,2024-07-12,BOA,Google Play
Mo Isa,The worst mobile banking app,2024-07-11 19:17:00,1,2024-07-11,BOA,Google Play
Shay Shi,It is not fast,2024-07-11 15:48:34,3,2024-07-11,BOA,Google Play
Faris Faris,Ok,2024-07-11 14:50:36,5,2024-07-11,BOA,Google Play
BINIAM NIGUSIE,Useless,2024-07-11 13:17:12,1,2024-07-11,BOA,Google Play
Michael Bayray,The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,2024-07-11 12:10:32,1,2024-07-11,BOA,Google Play
Alkadir Muhammed,ሀየ,2024-07-10 15:10:57,5,2024-07-10,BOA,Google Play
Sintayehu Alemu,Too late!,2024-07-10 14:58:49,1,2024-07-10,BOA,Google Play
Tema Ethiopia (Tour),No work,2024-07-10 09:03:47,5,2024-07-10,BOA,Google Play
Abenezer Anemaw,"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",2024-07-09 19:36:45,5,2024-07-09,BOA,Google Play
Ayub Naser,After update it doesn't work well,2024-07-09 07:48:40,2,2024-07-09,BOA,Google Play
EYOB TADESSE,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,2024-07-08 19:19:38,1,2024-07-08,BOA,Google Play
Alemtsehay Maru,Good but Very slow.,2024-07-08 09:26:38,1,2024-07-08,BOA,Google Play
Samatar Gire,Very good app,2024-07-07 03:19:52,5,2024-07-07,BOA,Google Play
Sultan Muhamed,"It is so bad apps ,it doesn't work",2024-07-06 14:34:02,1,2024-07-06,BOA,Google Play
Abel Kidanemariame,"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",2024-07-06 06:20:49,1,2024-07-06,BOA,Google Play
Muhammed Tilahun,It usually crashes and unable to process also it request to off the developer options,2024-07-05 18:21:32,1,2024-07-05,BOA,Google Play
Million Gebre,Miliyone.,2024-07-05 15:55:55,5,2024-07-05,BOA,Google Play
worekamawu gerimamo,Workneh girmamo,2024-07-05 15:49:53,5,2024-07-05,BOA,Google Play
Bizuayehu Elias,🙏🙏🙏,2024-07-05 12:01:25,5,2024-07-05,BOA,Google Play
Dallol App,"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",2024-07-04 11:46:13,1,2024-07-04,BOA,Google Play
Fitsum Zewdie,Is it even working these days? Please check it.,2024-07-04 09:03:15,1,2024-07-04,BOA,Google Play
Hanna Merid,"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",2024-07-04 07:59:38,1,2024-07-04,BOA,Google Play
Getachew Melaku,Please make it functional.,2024-07-03 19:38:48,5,2024-07-03,BOA,Google Play
Alsham “ALSHAM SATSUMA” Abdi,its best app but its don't working in poor connection area so,2024-07-03 13:11:03,5,2024-07-03,BOA,Google Play
Zuber Shafi,Please Recover thank you,2024-07-02 16:26:30,5,2024-07-02,BOA,Google Play
Bizuneh Girma,Best,2024-07-01 10:13:46,5,2024-07-01,BOA,Google Play
Natalieno Gebremichael,This app doesn't work,2024-06-30 10:39:50,1,2024-06-30,BOA,Google Play
Fliad 417k Harar,Excellent app,2024-06-29 14:46:54,5,2024-06-29,BOA,Google Play
Mc solo,"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",2024-06-27 20:33:38,1,2024-06-27,BOA,Google Play
yeabsra samson,the underrated app I've ever seen and ur banking system is Soo Idiocracy,2024-06-27 18:27:52,1,2024-06-27,BOA,Google Play
